train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,4.157710827261168,-5.98232913721475e-09,-2.656185234174061,8.817174815140165,9.09701936286174
1,gov,7.378908875333509,-7.6457342904915e-09,-6.279381322868493e-08,9.947586560841577,10.036262290738415
10,flores,2.81261956637472,-8.20324075211382e-09,-2.048266492847329,5.980599169167047,5.782947155026898
10,bible,11.288996245768876,-8.640589114602055e-09,-0.46089098507519327,13.455456707727263,13.642446605768166
10,gov,15.286641463053554,-0.0013187682159347812,-1.5479730451198994e-09,17.166834347413893,16.957527760821744
25,flores,3.8511063028084824,-6.620526589973175e-09,-2.4812192419972465,6.9789066896486895,6.900851772214473
25,bible,14.362993700135299,-7.01550994797437e-09,-0.0009919739870287872,15.155256943961684,15.530324154899771
25,gov,12.77047087712837,-8.271647087003741e-09,-5.63390374976017,19.079533597647725,18.82778202162685
50,flores,7.751976838752215,-6.908072255900676e-10,-4.680972581191698,3.649621378913242,2.976784985486511
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,29.68841013692195,-8.852420618963784e-09,-11.905204038550869,6.774476073953964,7.752566717928871
