language to,c0,"c1,1","c1,2","c1,3",c2,rmse,kfold rmse
ka,-13.49441099161271,39.1244909090836,-32.70820406081093,-28.03718825469212,-15.36678248071046,4.413001532733408,4.499380314528626
gu,-9.295301066089616,28.531229914751073,-21.758772356796644,-18.93838788001569,-15.808522281991818,5.9079698085268735,6.050962982310294
hi,-13.035016630131297,32.326385213966255,-60.91739117271947,38.856737066357525,-18.226746155101335,3.976999493054064,4.122306266660134
si,-16.297633205904646,20.93518716056371,-33.165284262423995,19.62681832796117,-23.64959259797513,2.616572273216151,2.7041091798547425
ta,-12.779056003226723,24.531512345856996,-44.087308616381726,27.958522560392996,-17.470120836157523,3.284742396946834,3.438466019714697
