language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
ka,9.66284033751308,0.2807858835268827,-0.010370332959223794,7.744523423540938e-05,11.177734978932863,11.195087993193246
gu,15.05415362117801,0.06656831680222666,-0.004088805112764436,3.348817693739703e-05,10.839531702562809,10.878009272610036
hi,14.90143733596924,0.11451429285913184,-0.006079174381894493,4.929825577180226e-05,11.755612379572096,11.789043739613655
si,16.20070214367344,0.09955228350895162,-0.005597650728856269,4.578052342489211e-05,15.98841568838021,16.01844669559624
ta,13.542575623992636,0.0894386271378631,-0.0048376644584991295,3.959313365140903e-05,12.851690715499837,12.877452987607462
