train set 1,train set 2,test set,language to,c0,c1,c2,rmse,kfold rmse
cc_align,gov,flores,ka,6.604885522100594,0.22898863333129657,0.5,2.1954983837528204,3.105611093031824
cc_align,gov,flores,gu,11.421686531167218,0.24134977618383835,0.5,2.528661906393195,3.7075302141928406
cc_align,gov,flores,hi,11.184485267694967,0.181618450237878,0.5,2.051486173289057,2.4271621408340014
cc_align,gov,flores,si,7.786328770223401,0.12365234664798476,0.5,1.5064574992167854,1.8996481304192148
cc_align,gov,flores,ta,5.5829600458551045,0.14799233591320077,0.5,1.379863178480323,1.7205895714140957
cc_align,gov,bible,ka,0.7697620457035793,0.03333527882794518,0.5,0.2974884814082698,0.40862562690629356
cc_align,gov,bible,gu,2.689067402103203,0.05286603914897112,0.5,0.43233187419701175,0.6702174716907605
cc_align,gov,bible,hi,2.030201057906358,0.04582525650043261,0.5,0.6289083440864693,0.7480902985442317
cc_align,gov,bible,si,0.8074667821660596,0.04410794460762417,0.5,0.260989131925976,0.3065132020124326
cc_align,gov,bible,ta,1.2298267311611506,0.052818729525053974,0.5,0.5640380335497394,0.7354351113962887
cc_align,gov,gov,ka,19.88083042061579,0.35736751124916466,0.5,3.9677641259014313,5.527529704852265
cc_align,gov,gov,gu,25.495170783596706,0.3123584064723251,0.5,3.4968916724409436,4.8302210779482815
cc_align,gov,gov,hi,25.50970608181051,0.21487729717106277,0.5,3.7136881107300588,4.550456552363633
cc_align,gov,gov,si,31.040249303404362,0.34856566068869443,0.5,5.584474042534807,6.689495984886091
cc_align,gov,gov,ta,26.506609282650963,0.26713391852027196,0.5,4.260342099967397,5.198668915196363
cc_align,bible,flores,ka,1.076818452988179,0.037393158191082215,0.5,0.32734347386240364,0.5249579731628815
cc_align,bible,flores,gu,2.721228225868241,0.06965281730396783,0.5,0.4562635811013383,0.6610860890874883
cc_align,bible,flores,hi,2.3669436747855928,0.03564065119869573,0.5,0.24870796344274718,0.38575044022289545
cc_align,bible,flores,si,1.1864276688533724,0.031880387542284776,0.5,0.19757330416007116,0.29107019250424243
cc_align,bible,flores,ta,1.337172509506752,0.04858302518065422,0.5,0.22506059338171866,0.38751002718767114
cc_align,bible,bible,ka,15.548139102064479,0.31732306849663455,0.5,3.223729965758724,4.231652800329073
cc_align,bible,bible,gu,17.472661342111323,0.2645946157137913,0.5,2.7832055952906845,3.656829504357398
cc_align,bible,bible,hi,19.932713864668848,0.2968960272921876,0.5,3.027134386296623,3.901050826917354
cc_align,bible,bible,si,23.961783141760066,0.35238149529382584,0.5,3.750902938699368,5.151312881162572
cc_align,bible,bible,ta,18.6858016199234,0.312040752382581,0.5,3.315975298648366,4.436012159695775
cc_align,bible,gov,ka,0.6196276809934024,0.010785052333770381,0.5,0.07754010060750945,0.10429164519248546
cc_align,bible,gov,gu,1.7682887355687884,0.05668387317416992,0.5,0.41818418543898495,0.6341613779417816
cc_align,bible,gov,hi,1.65016125261385,0.022549404983513127,0.5,0.14483315723706724,0.2554386117071274
