train set 1,train set 2,test set,language to,c0,c1,c2,rmse,kfold rmse
cc_align,bible,gov,si,0.7274173661469938,0.02790776527207906,0.5,0.20015670436334734,0.3312214487442439
cc_align,bible,gov,ta,0.378753407529789,0.040946637140635136,0.5,0.10132385037000582,0.18046819861637992
gov,bible,flores,ka,1.4079245138184024,0.08253571867522383,0.5,0.40291748987830245,0.49893174673941304
gov,bible,flores,gu,3.945976304078003,0.1249143710725563,0.5,0.8996588847812895,0.9460807061105428
gov,bible,flores,hi,2.8266077817313127,0.04021042932531181,0.5,0.4018064973048748,0.4268343401855481
gov,bible,flores,si,1.4779761937157223,0.03472023825622586,0.5,0.5065769248074019,0.513654241343522
gov,bible,flores,ta,1.538731283776594,0.043938267386000526,0.5,0.4433503968132589,0.4504149529514863
gov,bible,bible,ka,17.44781359057076,0.5511722414189816,0.5,3.866549920941825,4.088267428138832
gov,bible,bible,gu,19.21900238341698,0.4327453546438601,0.5,3.680671918381066,3.80374989730849
gov,bible,bible,hi,21.909219036209606,0.3669976128172423,0.5,4.187788689464532,4.302226217812768
gov,bible,bible,si,26.2793407684488,0.4312904717624313,0.5,5.113086687132345,5.2641225205903375
gov,bible,bible,ta,20.14823944611318,0.3880758485435679,0.5,4.45184202934294,4.576795214902298
gov,bible,gov,ka,1.4187149025671555,0.07184957404075336,0.5,0.3092404805718798,0.4034236879771435
gov,bible,gov,gu,6.331091114721007,0.168202754404389,0.5,2.4382741638017555,2.4812070074606094
gov,bible,gov,hi,3.7057265149936285,0.05130780183294342,0.5,1.1673336687813642,1.1673618891358872
gov,bible,gov,si,3.43807456152697,0.09508962252924327,0.5,1.9759275143627266,2.0034342708318857
gov,bible,gov,ta,3.5992907502808773,0.11098794353924117,0.5,2.1090260348485965,2.1201035757917266
bible,gov,flores,ka,6.137611063299179,0.4176635538188335,0.5,2.810534326453709,3.0702256780897734
bible,gov,flores,gu,11.117547101032592,0.404333804303853,0.5,3.3730697271708143,3.581012208099954
bible,gov,flores,hi,10.8633618981612,0.2866851697179265,0.5,3.391080345686723,3.4717289144481462
bible,gov,flores,si,6.96647186051796,0.1956650897720015,0.5,2.2468159543520185,2.3291309399606965
bible,gov,flores,ta,5.248361189326524,0.20183405085001588,0.5,2.0299149825907143,2.0788257577553657
bible,gov,bible,ka,1.481573077672239,0.17827582888297372,0.5,0.5942942461322964,0.8345649278187044
bible,gov,bible,gu,7.131045274159146,0.25873122490673095,0.5,1.4478365411609353,1.6023519268152553
bible,gov,bible,hi,6.971947405378883,0.1958970727093408,0.5,1.793372517383416,1.9259092996685152
bible,gov,bible,si,5.36898567848542,0.2593357852302186,0.5,2.6248714891699896,2.783510785013923
bible,gov,bible,ta,4.99050109487852,0.1937288500125129,0.5,1.9536451328506972,2.030684943682043
bible,gov,gov,ka,20.066269869182328,0.7171614430286846,0.5,5.85644634877832,6.2719044319318655
bible,gov,gov,gu,26.231294849710995,0.5446013214219504,0.5,4.685062629807777,4.947402644571457
bible,gov,gov,hi,26.158041172502177,0.3798950809107938,0.5,5.097261956852723,5.28639314651501
bible,gov,gov,si,32.435670315636095,0.6351976049123614,0.5,7.889830682090125,8.176888684687658
bible,gov,gov,ta,27.572580278861743,0.48698147135690684,0.5,5.769701774541178,5.978761285855696
