c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
43.0886564395671,0.04342090051295828,-92.59281322461698,9.529570288428262,48.438654035796574,10.618904530141949,-4.256081120747078,-0.021280278869221996,1.9461551787082814,-26.952900218081385,4.223187511385869,4.272056068686919,4.305264833474165
