train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,1.4296381971974965,-1.613792106567798e-09,1.866032009995398,8.580531399561925,8.671106255148494
1,gov,1.5187387115292794,1.2282385188745828e-09,1.9173999273051665,9.821163054509311,9.912971468097753
10,flores,1.2874318660469857,-5.357517155672085e-10,1.708456581434759,5.578256282378214,5.58556819894862
10,bible,1.9003129819326583,3.7534664192278874e-06,2.134526372786867,13.323584671416077,13.39628486831612
10,gov,1.98303657819613,1.5587156117984322,1.5153915429441795,17.071674950650298,17.313119666251644
25,flores,1.3996562479396035,-7.030088406206864e-10,1.8256665314590672,6.68462823707113,6.7107281306389615
25,bible,2.0540860882262755,0.6577225633310343,1.8770463311456316,15.11659346456634,15.116580870609805
25,gov,2.0041504231708642,3.025891419401875,0.871686209845795,18.869496396179944,19.18167992009846
50,flores,2.0367660889625974,-9.91762927039282e-10,2.0205921748415565,4.402455130217933,6.093980883318621
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,2.2272680384346946,6.0,-7.982304583956876e-09,3.8188283250486847,6.803748470077022
