train set size,c0,c1,c2,rmse,kfold rmse
1,2.081335080585583,2.086354908796121,0.25660550762000744,8.15736235781138,8.130224464932565
10,2.063307420594706,3.776327357493374,-8.34165213053468e-10,13.578180812136408,13.577628094702355
25,2.2012135660446908,3.9357688926106347,-1.2576922648243717e-09,15.20214296905563,15.208949227067942
50,2.3504333395922847,4.282511548529967,-5.383647730168567e-09,17.291194687240278,17.444771961320228
