train set,c0,c1,c2,rmse,kfold rmse
gov,9.19532387260277,4.519218631678623,-4.010812808991571e-09,14.755820996640901,14.883521876378294
bible,7.037255367739509,-5.66415307225404e-09,-1.6371832964472836e-09,12.275989104543113,12.375910554851451
