c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
4.244016402068542,-5.659554750565213e-10,0.007686380768160592,0.0216805477077715,-0.012990476958515218,3.469401034584485,2.7722465986885774,-0.016764915729397454,-0.0015085580329652214,14.004811190973133,13.982614169937381
