c0,c1,c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
25.22730528238119,9.40553251304802,-68.5393625174008,11.104605639621559,4.647114714333532,9.663519481560758,3.4586465058943077,2.3462664107219253,-2.749569159128581,6.614977849819393,-1.4464900529830593,3.6267707806123175,-15.813491113802057,6.480042574290307,1.508461707597057,4.548299000414938,4.578566037520862
