language to,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
ka,5.11783552371226,0.06612787813127849,-0.0005384547664770037,0.8425123286290016,-0.020598764909839747,10.735578622691321,10.75039189747198
gu,9.720272741757121,-0.026252181496287032,0.00016260789573772794,0.9358919746226346,-0.02333024689273806,10.299021586910447,10.334439938332428
hi,10.592313163991111,-0.05810045568174946,0.0004973869434901824,0.39743616353900785,-0.0034043732072458793,11.155922871834328,11.17252483204587
si,10.740203321630888,-0.0570297762417993,0.0004767852943228902,0.5041122580843043,-0.004805739148030275,15.368583509380837,15.382388056150214
ta,8.80457391992379,-0.04572947520935511,0.0004135691156850088,0.434621487220924,-0.004090865908579177,12.265817626052884,12.276979991015091
