train set,test set,c0,c1,rmse,kfold rmse
gov,flores,3.4063334583423104,2.739704118881251,5.682656487577312,5.68036694759516
gov,bible,-1.8042147678789908e-17,-6.939287426534764e-17,2.271685619876913,2.271685619876913
gov,gov,6.025569439109772,4.303641607374135,10.539750920078623,10.52804827535954
bible,flores,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,4.6086313829515,4.370822828078177,7.559791074480022,7.54185870893483
bible,gov,0.0,0.0,1.3576941236277535,1.3576941236277535
