train set size,c0,c1,c2,rmse,kfold rmse
1,5.234637091467976,-8.611887040834818e-09,-0.04278546021760078,8.361392743868635,8.400960424768131
10,10.810060694532277,-8.201046206434263e-08,1.8281234598035868e-08,13.78095048632155,13.596139615686818
25,13.780295605501664,-4.9485026625252164e-09,-0.0012465627287383354,15.242407113461635,15.206446270234357
50,13.293639290124881,-4.250641882800959,-5.5254132367380226e-09,17.657117369465976,17.67943924255194
