train set,c0,c1,c2,rmse,kfold rmse
gov,3.978601327187859,-3.6471637902799605,-5.887501982772709e-09,15.09829195259789,15.566520308006197
bible,8.944623050031823e-09,-3.407760505569133,-0.0006489219082304931,12.489490990746342,12.492010587340703
