train set,test set,language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,flores,ka,1.1607857937179822,1.0171026125073261,0.021018923107400875,-0.001633608226868956,0.0015752527560324086,123.97581925013553
gov,flores,gu,4.35541210560411,3.7744317553216225,-0.3409108867056371,0.008592189874867217,0.0015091293559584536,514.9757015215937
gov,flores,hi,5.294654945903287,1.359501113598094,-0.049587503848671215,0.0005575885181523673,0.006403457510846594,44.261158872962376
gov,flores,si,2.9345764345394296,0.9031833636909468,-0.031146059606894733,0.0003365602745832801,0.00757456069606423,22.281996269475712
gov,flores,ta,1.879930679215671,0.7516460479367352,-0.026058641620247836,0.000295867059096693,0.008276131891568742,10.94114032840313
gov,bible,ka,0.1601484693366325,0.13601696577577702,0.001647196631951383,-0.0001849681689863326,0.0013706557153228167,17.562508530665013
gov,bible,gu,1.2927571343871291,1.116922749460666,-0.1149748126978646,0.003036371062620998,0.0014004415521111464,154.73296936819807
gov,bible,hi,0.6759776016020855,0.34375030001081197,-0.012649447922825944,0.0001372682015151595,0.009095452682972495,2.8659257842336374
gov,bible,si,0.02800496525824675,0.12616671688674772,-0.004403513655436966,4.937329466862182e-05,0.02511301128850946,0.85993640749301
gov,bible,ta,0.2454675020823126,0.06270722389374707,-0.0009018570365911803,3.7778041650273408e-06,0.008948665989609772,1.6070690584232907
gov,gov,ka,6.650487922799747,5.7738096729838,-0.43698730228594007,0.010010957538496177,0.0016176135009391334,776.083299949148
gov,gov,gu,12.750161670754022,11.028531553099402,-1.2133155654478935,0.032496554827049835,0.001259216358761005,1532.9511460899737
gov,gov,hi,17.557616284621677,2.230412519628257,-0.08406297258385671,0.0009422277296906684,0.0027751308907449043,178.6146045391019
gov,gov,si,18.34645540584001,3.4895229373454053,-0.13011356477102443,0.0014556777753054625,0.00900643897079082,170.8709837103598
gov,gov,ta,17.137088671435315,2.6713074939106174,-0.10231398980074935,0.0011670472385188616,0.009099164120208815,167.47732468447865
bible,flores,ka,0.27302598216639645,0.2337195939737006,-0.00932499401873371,0.00012237350712401525,0.0014197023040124846,31.010891141098494
bible,flores,gu,1.1208368471148282,0.9687371398066902,-0.09424015103333779,0.002416684454392954,0.0013962344214617048,133.74060152247537
bible,flores,hi,0.8445291332811158,0.7284028607455603,-0.07644255056840536,0.0020173956212030586,0.0013100497321757091,101.4626325716179
bible,flores,si,0.4469924175010391,0.3850071884483693,-0.034540006537698,0.0008585695512710595,0.0013576060224177468,53.13786674415044
bible,flores,ta,0.4480423805504632,0.3856673315839091,-0.03644155022147662,0.000939912624371941,0.001071878809653182,53.339007400742936
bible,bible,ka,6.889537085543922,5.9673201992903016,-0.5728705332193599,0.014724572584029903,0.000760782145612337,818.3763393540338
bible,bible,gu,9.1929476862052,7.951490196944056,-0.8703395502656908,0.023326841224385747,0.001547701034612365,1104.8437224812358
bible,bible,hi,10.494557087055906,9.076819333501462,-1.0005800414073243,0.026895831687934822,0.0013751655096981392,1262.345811370694
bible,bible,si,12.171666620610925,10.530929135043825,-1.1352640578973385,0.030246081427512284,0.0014471520639360996,1460.6775364933837
bible,bible,ta,9.176547141713684,7.940883816695155,-0.8400189643252121,0.022317635844259512,0.0006734535992654072,1099.2372709708404
bible,gov,ka,0.16771167462798472,0.13978555621949176,-0.009931915095087547,0.00022688594103967386,0.0013440634176368092,19.565510626118332
bible,gov,gu,0.6713542900623977,0.5793735029263604,-0.05466471055830825,0.0014022157177040087,0.0015424622031690294,79.8798654853918
bible,gov,hi,0.5611342614198676,0.483600219388938,-0.048363185092071735,0.0012400459114679616,0.0014685343699453667,67.2656887177041
bible,gov,si,0.22388523433425836,0.19101725527595342,-0.01784665000390974,0.00045149990406531464,0.0015312148657931578,26.765871502166906
bible,gov,ta,0.16749359402374003,0.14119663698820176,-0.011555539641920333,0.0002767796954021233,0.0015475856327947792,19.8281734889822
