c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
424.0796019383324,0.0225830007780965,3.3635648057056775,-304.79669750522123,346.78711907923594,-158.12940755554885,-24.836094919661175,20.136393173481867,-157.74393695520862,-35.83840147286467,2.525989101320006,-30.01712796628315,66.48620979156944,65.11540794739726,-132.97975048730314,47.602848358564266,126.50586773522167,-268.0087072361068,-61.7132645713336,123.87552219789501,-9.060400357222004,53.34317100677721,38.35303801267947,4.314922124529357,4.365149306786862
