c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
4.079429509909819,1.0432447163915668e-06,2.961379222721866e-07,-1.3620457938481029e-09,3.224639765948242e-07,3.4579555398185753,2.8986278991594756,-1.692115857777787e-06,-4.465382686476246e-06,14.018939646885599,13.988998681571857
