c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
27.804943620985593,40.03785406119177,-72.7784747107343,42.96124253472206,32.183956691388,-395.2455747318139,430.2557645376283,8.773714394433739,-9.654471976083757,0.4295604633867371,3.068256508106013,-24.73786667255444,3.6399976875871074,4.139238013943156,4.216778917720196
