c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
10.110499226253614,-1.261037347400363e-09,0.00021294824534302074,8.220741053247015e-05,4.475008360559562e-05,13.930133644320593,13.962339106766448
