c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3",rmse,kfold rmse
3.047372079076013,-1.878316052657546e-07,-7.619948718169807e-08,-1.73564548549334e-07,0.0002583227798084566,-5.740394251900766e-07,-5.213292250942927e-07,1.1937840606698946,6.08966167869465e-07,-1.0711477880429369e-06,2.592193879299291,2.1825315421169,1.8138386532101567,4.247734192961142e-06,-7.529600523922187e-07,-1.8664681392997613e-07,14.062882096321912,14.022741183917136
