train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,13.80156851986879,2.9750225892193045,-0.33392084625946883,14.476691348829117,14.496158581337847
bible,0.3754113734214673,12.902278240987606,12.497005445605813,12.013186246029509,12.032014119086263
