language to,c0,c1,"c2,1","c2,2",rmse,kfold rmse
ka,29.64886010402332,0.4238569217004812,-76.31885695519225,26.802446844229493,4.245648343278168,4.311409824418024
gu,25.881533306204272,0.41753599608845554,-1.586020591303364,-93.74993386879893,4.381396208804837,4.452995244282458
hi,35.47542008599882,0.2127406517881042,-71.39178851905501,2.518288625484576,3.285849854303643,3.357481818197295
si,56.638393309748785,0.1291481535302532,-200.08711223744723,172.30560830405304,2.998260862645541,3.054968000581499
ta,41.0671430220781,0.18002485227726503,-138.44169600570572,111.14112299896617,3.4171500718028267,3.490442784824249
