train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,1.2160699593226791,-2.8336912407128967,1.9458801376397363e-08,4.8978289829401715,4.896046079383017
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,4.8469371017287495,-2.361870814678443,-2.4662813968492086e-09,10.572393179539151,10.685260997993739
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,3.1787441188964203,-2.6421163543393336,6.4522914349677955e-09,7.70152760115685,7.724284914153334
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
