train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,2.5855469731230794
1,bible,3.287893100748989,-0.5001358841338435,-8.756147885238578e-09,8.510337223106541,8.63786834318121
1,gov,3.9864001706792815,-0.295011692152783,-9.531333913572705e-09,9.713964219172707,9.629201845052782
10,flores,2.9558606382153907,-0.09459729532741304,-8.416492363689678e-09,5.480940606330858,5.440823657717094
10,bible,4.32462316555994,-1.3519804650540914,-2.0727870730495683e-08,13.214003238893161,13.426886440805623
10,gov,5.785256451569442,-1.1308979135311086,-9.444954210827215e-09,17.103501609641192,17.0158113520384
25,flores,3.1909726637656846,-0.28532936929223424,-7.69666391973202e-09,6.637382587325351,6.471366993051036
25,bible,4.9567912656539805,-1.3878086420805842,-9.138187377075858e-09,15.054201709135079,15.314428152332615
25,gov,6.555088245385678,-1.0883895296582689,-2.302068833402618e-08,18.992548437716984,18.89770053748727
50,flores,2.289137598046908,-2.7941857624179,-1.5124117406915297e-09,0.6310798654303591,0.4274695099001341
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,17.824822493137027,-0.5938980978026919,0.27328197025651707,5.990848820979815,4.691004705863654
