,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,25.657069720704264,26.875945545572463,0.5290916158557437,0.9867608051130473,0.9500107816154122
1,poly2,,25.621554661330254,26.840430486198454,0.5324246324586922,0.979548544833139,0.9519462539647207
2,poly3,,25.592472068403644,26.811347893271844,0.5351363991081325,0.9761171710374738,0.9514354348443262
3,exp,,25.685046297748027,26.903922122616226,0.5264493496550072,0.9725077242079521,0.9624631446371876
4,log,,25.64829891282504,26.86717473769324,0.529916941160351,0.9878713189664308,0.9483424054689258
5,power,,25.67386983318795,26.89274565805615,0.5275066918921458,0.975714794923652,0.9594385113283982
6,mult,,25.67386983318795,26.89274565805615,0.5275066918921458,0.975714794923652,0.9594385113283982
7,hybrid_mult,,29.394486503858253,30.613362328726453,0.005592663253574104,0.05618511509559617,0.29961475477908917
8,am,,25.657069720704264,26.875945545572463,0.5290916158557437,0.9867608051130473,0.9500107816154122
9,gm,,25.657069720704264,26.875945545572463,0.5290916158557437,0.9867608051130473,0.9500107816154122
10,hm,,25.657069720704307,26.875945545572506,0.5290916158557395,0.9867611206865733,0.9500105495228164
