train set,train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,1,flores,3.746108801080208,1.5415335140398763,0.5152655767604516,-1.6375820008865758e-09,2.192970563764856,2.3325215066614464
gov,1,bible,0.6501050388177885,0.2802853172720552,-2.2654939052858465e-11,-3.428325944838629e-05,0.7831073780077111,0.7955924944192083
gov,1,gov,12.559500617895926,12.007245675279874,5.419199012770536,-5.880344078193317e-10,3.161651696142204,3.3782272583580877
gov,10,flores,11.788106706081283,-7.5644105182318e-09,1.83289244502258e-05,-4.573534522637664e-05,3.4405076090986237,3.7508009354009717
gov,10,bible,1.988277358113507,5.63236987338436e-05,-7.44345413723436e-10,5.962765465114354e-08,1.2574063808900697,1.3027888180638254
gov,10,gov,32.9880101487575,3.839280683029016,-9.115976141840721e-08,5.433488726090567e-08,3.707640989271099,3.8561687422017905
gov,25,flores,14.229541551074533,-6.649486108034425e-09,0.00028998388568493853,-6.223247131913159e-05,3.892576196552222,4.254328487772611
gov,25,bible,2.1943917783042983,0.5477773974039831,0.00033353199161536233,-9.456867536623753e-10,1.408913522063624,1.4765841876636845
gov,25,gov,36.53502459518321,4.620659007563744,-0.44585897939633456,3.8516919893766254e-08,4.416442400495784,4.595729251058529
gov,50,flores,21.14413008175443,-10.442458213997687,-11.705355005825147,-6.316162025344083e-09,2.1974078144303366,3.141504431898909
gov,50,bible,2.1118512555338187,-0.008646963700380147,-2.7028596147657705e-08,-7.711701071974317e-09,0.8744483290594698,0.9296156630815734
gov,50,gov,41.22999980471871,2.377908580432602,-1.559088570740239e-05,-5.265666606905709e-09,5.319930877436143,10.60788999904647
bible,1,flores,0.8995981746319647,0.3095265709506313,-4.746096063060561e-10,0.0012124281869433135,0.5447747760656906,0.5627431175910157
bible,1,bible,16.97011894346907,-5.572743489681959e-10,-3.7465728833155827e-06,-5.124460324469488e-07,3.059426101165504,3.2002464029404765
bible,1,gov,0.5124652191260893,0.15761495209509574,-6.236228927306257e-09,0.005005150127314826,0.38450310603331056,0.3965494098070681
bible,10,flores,1.930590053954281,0.6782510420385814,0.0028527216497367465,-4.745368004641304e-10,0.8027862566941842,0.8284525458865957
bible,10,bible,27.9339502849309,1.6652041184777605e-07,-1.6218049455735102,-3.907876918643708e-09,3.5478820976521015,3.686152761356859
bible,10,gov,1.2399313266487928,3.8897434853792365e-11,2.9422317742797515e-06,0.0016528998294404503,0.6837766711888111,0.6975532693570298
bible,25,flores,2.2868103448357138,0.6223381009610905,0.0062809756904888825,-1.0247880862722265e-09,0.8289484416100935,0.8493103597471878
bible,25,bible,32.24113089584257,-1.922145017028833e-09,-2.537267988619354,7.528881992395291e-05,3.6901223818511864,3.838241639904516
bible,25,gov,1.2040889313106153,0.4282962651350965,2.1727011336479985e-12,-0.005240305874156838,0.7858362281895863,0.8107013082143535
