c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2",rmse,kfold rmse
4.307295150327901,-1.6125671767823108e-09,0.0006314919680206766,0.0028983580527135416,-0.0013154313642096344,3.5215121063237564,2.814300994907297,-0.003369360858967246,0.0005482850008145866,13.978638921910502,13.92685236514699
