language to,c0,c1,c2,rmse,kfold rmse
ka,-9.026866697900335,-0.728704906063538,-16.145468435619975,4.789261222825164,4.810204479344199
gu,-5.027124444035717,-2.084186152741307,-15.11367414527436,6.283132608993354,6.311478273478676
hi,-9.39361084041337,-2.4400582096833494,-17.766113054479966,5.052963381325781,5.075391146289398
si,-17.517816502706093,-4.948713784591678,-24.603789709234512,3.6787974824046183,3.694680689657457
ta,-12.483263477502753,-4.047413079672008,-17.906341120490115,4.254214349963393,4.273115692591032
