train set 1,train set 1 size,train set 2,test set,language to,c0,c1,rmse,loo rmse
cc_align,100,bible,flores,hi,2.7217687074829935,0.05374149659863944,0.3149343955006944,1.0392304845413272
cc_align,100,bible,flores,si,1.5000000000000013,0.050000000000000044,0.2857738033247041,0.9430054396763954
cc_align,100,bible,flores,ta,1.8476190476190488,0.07380952380952399,0.36742346141747656,1.2124355652982184
cc_align,100,bible,bible,ka,16.791156451207453,0.5312925175709804,1.8546136623929768,6.1199128534100256
cc_align,100,bible,bible,gu,18.17278911564626,0.4578231292517006,1.749635530559412,5.77350269189626
cc_align,100,bible,bible,hi,20.82380954860252,0.5119047606539344,1.7554676489946093,5.792747700869244
cc_align,100,bible,bible,si,25.329931962021362,0.5863945583570674,2.6477817695799097,8.737234073736328
cc_align,100,bible,bible,ta,19.66190476190476,0.5309523809523811,2.1637159394584744,7.13989832897837
cc_align,100,bible,gov,ka,0.8238095238095249,0.011904761904762085,0.04082482904638628,0.13471506281091963
cc_align,100,bible,gov,gu,2.2714285714285714,0.08571428571428572,0.40824829046386313,1.3471506281091297
cc_align,100,bible,gov,hi,1.9326530612244914,0.030612244897959107,0.18662778992633738,0.6158402871356046
cc_align,100,bible,gov,si,0.9979591836734719,0.0418367346938775,0.2741095664543082,0.9045154217304162
cc_align,100,bible,gov,ta,0.8408163265306142,0.06326530612244896,0.2332847374079219,0.7698003589195063
gov,25,bible,flores,ka,1.9414965986394574,0.04931972789115646,0.33243075080628826,1.0969655114602932
gov,25,bible,flores,gu,3.842857142857143,0.1214285714285714,0.530722777603022,1.7512958165418648
gov,25,bible,flores,hi,2.741496598639456,0.04931972789115647,0.33243075080628853,1.0969655114602896
gov,25,bible,flores,si,1.2612244897959202,0.04489795918367345,0.34992710611188266,1.1547005383792526
gov,25,bible,flores,ta,1.4170068027210891,0.05136054421768721,0.19245990836153545,0.6350852961085912
gov,25,bible,bible,ka,17.504761904761907,0.5023809523809525,1.8371173070873839,6.06217782649107
gov,25,bible,bible,gu,18.124489795918365,0.44795918367346954,1.5688398590682742,5.1769074137336455
gov,25,bible,bible,hi,20.312925195542316,0.5350340123422543,1.8837742545689673,6.21613789827497
gov,25,bible,bible,si,24.80068031714062,0.5860544195357266,2.9568840466454063,9.757219549304674
gov,25,bible,bible,ta,18.582993185672926,0.5486394563578164,2.093730518236096,6.908958221302517
gov,25,bible,gov,ka,2.1006802721088436,0.03605442176870747,0.38491981672307096,1.2701705922171809
gov,25,bible,gov,gu,4.534693864854873,0.23877551083364265,1.3413872400955502,4.426352063787132
gov,25,bible,gov,hi,2.7687074830106817,0.09149659831886212,0.29743804019509995,0.9814954576223629
gov,25,bible,gov,si,2.07278911564626,0.1578231292517005,1.1780879239100046,3.8874918125434825
gov,25,bible,gov,ta,2.071428571428573,0.18571428571428572,0.9797958971132713,3.233161507461906
gov,1,bible,flores,ka,0.8823129251700698,0.06258503401360538,0.27994168488950616,0.9237604307034059
gov,1,bible,flores,gu,3.504081631038505,0.11632653030709535,0.5948760803902002,1.9629909152447278
gov,1,bible,flores,hi,2.480272106844346,0.05442176888796721,0.26827744801910985,0.8852704127574261
gov,1,bible,flores,si,1.2680272108843558,0.05544217687074826,0.48406583012143756,1.5973357447579668
gov,1,bible,flores,ta,1.2605442176870763,0.058843537414966174,0.25078109271351595,0.8275353858384671
gov,1,bible,bible,ka,14.112925170068028,0.5850340136054423,2.169548057893671,7.159143337951351
gov,1,bible,bible,gu,16.843537414965986,0.507482993197279,1.7729640043002035,5.850482727788207
gov,1,bible,bible,hi,19.505442176870748,0.5384353741496598,2.222037123810453,7.332348418708247
gov,1,bible,bible,si,23.25578230160215,0.6564625851332674,2.986044638821397,9.853444594169611
gov,1,bible,bible,ta,17.491156462585035,0.5812925170068025,2.140387465717683,7.0629182930864305
gov,1,bible,gov,ka,1.1938775510204098,0.025510204081632626,0.2507810927135159,0.8275353858384702
gov,1,bible,gov,gu,5.978911540954352,0.23231292634386136,1.4988544378458968,4.945967306057794
gov,1,bible,gov,hi,3.248979595049793,0.14591836749517262,0.5657154882142104,1.8667658703797916
gov,1,bible,gov,si,3.4163265306122446,0.16530612244897958,1.236409108261985,4.079941902273356
gov,1,bible,gov,ta,3.3455782228490456,0.2156462596574031,1.2130806345211937,4.0029618663814075
gov,10,bible,flores,ka,1.7217687074829946,0.05374149659863947,0.31493439550069435,1.0392304845413276
gov,10,bible,flores,gu,3.7210884388452867,0.11768707465780946,0.5015621854270312,1.6550707716769264
gov,10,bible,flores,hi,2.7,0.04999999999999999,0.28577380332470415,0.9430054396763891
gov,10,bible,flores,si,1.300000000000002,0.04999999999999993,0.28577380332470415,0.9430054396763923
gov,10,bible,flores,ta,1.2625850340136069,0.06700680272108861,0.26244532958391187,0.8660254037844433
gov,10,bible,bible,ka,17.16122447911878,0.49489795971311845,1.7787961227354028,5.869727736761198
gov,10,bible,bible,gu,18.02721088816745,0.4421768743404699,1.6796501093370364,5.542562584220406
gov,10,bible,bible,hi,20.07414965986395,0.5299319727891154,1.9479275573561483,6.427832996977838
gov,10,bible,bible,si,23.942857178413867,0.6214285700962703,2.816913204200654,9.29533933395298
gov,10,bible,bible,ta,17.944898000674346,0.579591834677305,1.9712560310969398,6.504813032869783
gov,10,bible,gov,ka,1.837414965986396,0.03299319727891159,0.3091022770654964,1.0199854755683428
gov,10,bible,gov,gu,4.994557823129251,0.21156462585034014,1.493022319410699,4.9267222970848055
gov,10,bible,gov,hi,3.0367346938775515,0.09693877551020405,0.49573006699183386,1.6358257627039396
gov,10,bible,gov,si,2.3857143132169147,0.19285714155495373,1.3472193585307484,4.44559707276012
gov,10,bible,gov,ta,2.2408163265306125,0.21326530612244896,1.0906061473820343,3.59881667794867
gov,50,bible,flores,hi,3.0761904761904764,0.03809523809523809,0.2449489742783177,0.808290376865476
gov,50,bible,flores,si,1.4000000000000017,0.050000000000000155,0.2857738033247041,0.9430054396763936
gov,50,bible,flores,ta,1.5972789115646278,0.05578231292517,0.17496355305594133,0.5773502691896302
gov,50,bible,bible,hi,20.46734692964695,0.5193877555546967,1.8137888333465908,5.985197790599125
gov,50,bible,bible,si,24.95374151879586,0.5982993186272024,2.6886065986262992,8.871949136547249
gov,50,bible,bible,ta,18.76122450113154,0.5448979586215765,2.0645699260601074,6.812733176437584
gov,50,bible,gov,hi,2.9775510204081637,0.11020408163265305,0.443241001075051,1.4626206819470517
gov,50,bible,gov,si,2.2816326530612248,0.17653061224489797,1.323890884789956,4.368617036868173
gov,50,bible,gov,ta,2.3605442176870746,0.208843537414966,1.108102502687628,3.656551704867632
bible,25,gov,flores,ka,6.807482980621595,0.3465986400793699,1.6621537540314417,5.484827557301444
bible,25,gov,flores,gu,10.49047619047619,0.39523809523809533,2.041241452319316,6.73575314054563
bible,25,gov,flores,hi,10.058750888867381,0.21005809781692664,2.315609819907866,4.532585478907808
bible,25,gov,flores,si,6.8801743024717075,0.13115468381507536,1.6817746617998188,3.4131248255158013
bible,25,gov,flores,ta,4.888961510530136,0.14353667392883085,1.180834069415194,2.4892629931307635
bible,25,gov,bible,ka,2.772789111502562,0.10782312945717325,0.8923141205853004,2.944486372867093
bible,25,gov,bible,gu,7.239455763219557,0.2411564635318126,1.463861727234708,4.830497252219869
bible,25,gov,bible,hi,7.284749444112015,0.12396514191145898,2.2621422549652674,4.312350190176994
bible,25,gov,bible,si,5.244153957879448,0.17585330428467685,2.764264023545214,5.687001741217112
bible,25,gov,bible,ta,4.606136520930766,0.1427378357194509,2.0144712928427966,4.0878170054541005
bible,25,gov,gov,ka,20.858503401360547,0.6006802721088436,2.8110810857654562,9.27609432497999
bible,25,gov,gov,gu,25.295918367346943,0.533673469387755,2.548635756181546,8.410068921195554
bible,25,gov,gov,hi,25.229920116194624,0.26488743645606405,3.9143903597064327,7.594503930232614
bible,25,gov,gov,si,31.290450288222953,0.4388162663399957,5.789058008769941,11.645680528868175
bible,25,gov,gov,ta,26.898947040659348,0.3326071154690936,4.125407266266394,8.330884504139718
bible,1,gov,flores,ka,3.4448979461747156,0.429591836381391,1.6854822277722343,5.561807593193395
bible,1,gov,flores,gu,9.376870759607431,0.42414965930321274,2.058737807624909,6.7934881674646
bible,1,gov,flores,hi,9.764197527527239,0.2086419753976,2.3920263634535437,4.656862979262591
bible,1,gov,flores,si,6.202178651952481,0.13943355112587927,1.6208607412370937,3.2238322908291313
bible,1,gov,flores,ta,4.401416115600473,0.14063180906881761,1.0215368724130058,2.0795750635201076
bible,1,gov,bible,ka,1.1870748299319744,0.06496598639455786,0.4024161720286649,1.3279056191361436
bible,1,gov,bible,gu,7.257142857142856,0.1285714285714286,0.8981462390204991,2.9637313818400806
bible,1,gov,bible,hi,7.685802469135804,0.04135802469135799,0.9965139855801275,1.871769987298849
bible,1,gov,bible,si,5.796913580246914,0.10246913580246915,1.7350507873165846,3.3964490751797554
bible,1,gov,bible,ta,5.450435721929988,0.07788671040611585,1.148275917059722,2.1731836008185907
bible,1,gov,gov,ka,14.26462586340559,0.8751700666671896,4.274942813000165,14.106591577199854
bible,1,gov,gov,gu,23.61700680272109,0.6013605442176871,2.764424138283872,9.122134253196082
bible,1,gov,gov,hi,24.876978939724037,0.27665214233841695,3.960330364255617,7.7047398654096195
bible,1,gov,gov,si,29.803376906318086,0.4661220043572985,6.028413794342338,11.959252821712033
bible,1,gov,gov,ta,25.523420513895083,0.3489106744590895,4.379308336172273,8.803826349510565
bible,10,gov,flores,ka,6.329251700680272,0.35034013605442177,1.6913143462074318,5.581052602166379
bible,10,gov,flores,gu,10.072789118561808,0.4078231302504238,2.0354093338841173,6.716508131572646
bible,10,gov,flores,hi,10.135148894949989,0.19952795878310636,2.2840311498294916,4.393429775353849
bible,10,gov,flores,si,6.3357298474945525,0.13671023965141615,1.5757377149783616,3.1948730939086167
bible,10,gov,flores,ta,4.755374013193256,0.14393609264270926,1.2167442599186675,2.4725039486545284
bible,10,gov,bible,ka,2.004081622460888,0.11632653111764192,0.5948760803902002,1.9629909152447298
bible,10,gov,bible,gu,7.091836723203031,0.21734693887467793,1.3822120691419357,4.5610671265980445
bible,10,gov,bible,hi,7.355591866463357,0.10787944777318398,2.1472079538542914,3.928299869528373
bible,10,gov,bible,si,5.211147421931735,0.16343500363108207,2.6583101978900516,5.500683837100344
bible,10,gov,bible,ta,4.757371088919349,0.12175018175850467,1.8625306750799169,3.5226377063632284
bible,10,gov,gov,ka,19.788435374149657,0.637074829931973,2.8868986254230307,9.526279441628821
bible,10,gov,gov,gu,24.62857142857143,0.5642857142857143,2.735263546107883,9.025909208331157
bible,10,gov,gov,hi,24.91056644880174,0.2762527233115469,3.9180181231168265,7.716619443727737
bible,10,gov,gov,si,30.798366023920934,0.4454248363120893,5.783730985933479,11.490244787711791
bible,10,gov,gov,ta,26.494335507234464,0.3374727670111084,4.263988896231972,8.49590118072278
