train set 1,train set 1 size,train set 2,test set,language to,c0,c1,rmse,loo rmse
cc_align,25,gov,flores,ka,6.642176894364405,0.38537414883603616,1.8604457808281751,6.139157862383018
cc_align,25,gov,flores,gu,11.871428605199512,0.38571428403969354,2.122891110412087,7.005183266167459
cc_align,25,gov,flores,hi,11.818591138704846,0.1898329705300078,2.032096305736503,3.771309822565332
cc_align,25,gov,flores,si,8.130137981118374,0.1288307915758896,1.4786326094095503,2.8996770346450687
cc_align,25,gov,flores,ta,5.9531590413943345,0.15217864923747276,1.2785210256667248,2.2856405941444593
cc_align,25,gov,bible,ka,0.7802721088435388,0.054421768707483054,0.26827744801911,0.8852704127574297
cc_align,25,gov,bible,gu,2.725170068027211,0.08401360544217687,0.23911685584311979,0.7890453678924884
cc_align,25,gov,bible,hi,2.3459331880900507,0.03972403776325346,0.7428147707117227,1.4425301798967645
cc_align,25,gov,bible,si,1.0325344952795938,0.03220769789397271,0.27344496631055576,0.4919647395080762
cc_align,25,gov,bible,ta,1.5155773420479322,0.04694989106753844,0.5814184255946101,1.190571466845378
cc_align,25,gov,gov,ka,19.802721088435376,0.6442176870748297,3.2543220868405056,10.738715006927036
cc_align,25,gov,gov,gu,25.895238104981992,0.547619047135879,2.4494897427831757,8.082903768654761
cc_align,25,gov,gov,hi,26.061147421931736,0.2634350036310821,3.5723400045637095,7.071986775813877
cc_align,25,gov,gov,si,32.303376901889344,0.41612200161245333,5.0757288024299525,9.996276577478376
cc_align,25,gov,gov,ta,27.22538126361656,0.32440087145969504,3.8984012979346483,7.761598614786745
cc_align,25,bible,flores,ka,1.121768707482994,0.05374149659863947,0.31493439550069435,1.0392304845413294
cc_align,25,bible,flores,gu,3.0129251700680273,0.08503401360544219,0.4549052379454473,1.5011106998930268
cc_align,25,bible,flores,hi,2.497959183673469,0.04183673469387755,0.2741095664543081,0.9045154217304138
cc_align,25,bible,flores,si,1.374149659863947,0.029931972789115635,0.23328473740792177,0.7698003589195045
cc_align,25,bible,flores,ta,1.4972789115646274,0.05578231292517011,0.1749635530559411,0.5773502691896286
cc_align,25,bible,bible,ka,15.785034018502916,0.556802718248912,2.1053947551064924,6.9474482392485
cc_align,25,bible,bible,gu,17.889795918367348,0.45918367346938777,1.6563216355962447,5.465582548328459
cc_align,25,bible,bible,hi,20.38979592817883,0.509183672982868,1.9420954389209477,6.4085879880048475
cc_align,25,bible,bible,si,24.414285714285715,0.6071428571428572,2.65361388801511,8.756479082709326
cc_align,25,bible,bible,ta,19.102721077050802,0.5442176876393542,2.11122687354169,6.966693248221485
cc_align,25,bible,gov,ka,0.5625850340136072,0.017006802721088454,0.023328473740792187,0.07698003589194732
cc_align,25,bible,gov,gu,1.84965986394558,0.0819727891156462,0.37908769828787287,1.2509255832441923
cc_align,25,bible,gov,hi,1.6496598639455802,0.03197278911564616,0.09331389496316878,0.3079201435678039
cc_align,25,bible,gov,si,0.8129251700680282,0.03503401360544223,0.16913143462074323,0.5581052602166438
cc_align,25,bible,gov,ta,0.5517006802721105,0.04013605442176871,0.10497813183356484,0.3464101615137801
cc_align,100,gov,flores,ka,8.204761904761906,0.35238095238095235,1.5513435037626793,5.11917238681468
cc_align,100,gov,flores,gu,12.795918400743751,0.3836734677317148,2.2628619528568423,7.46706348151916
cc_align,100,gov,flores,hi,13.18362381989833,0.20192447349310097,2.01385203932931,3.6883500539625995
cc_align,100,gov,flores,si,9.450435721333553,0.12788671046661948,1.710201035463184,3.199023288442898
cc_align,100,gov,flores,ta,7.522803203640526,0.15940450232080428,1.498391778881965,2.962342622501031
cc_align,100,gov,bible,ka,1.0170068027210901,0.05136054421768699,0.1924599083615354,0.6350852961085943
cc_align,100,gov,bible,gu,3.0911564643584684,0.0812925169188638,0.425744645769457,1.4048856550280895
cc_align,100,gov,bible,hi,2.56797385620915,0.05032679738562091,0.6896290563006444,1.2980754985747167
cc_align,100,gov,bible,si,1.5749455337690639,0.046514161220043815,0.4712398470673425,0.742798621265167
cc_align,100,gov,bible,ta,1.9305737109658692,0.05671750181554136,0.7517252004898873,1.531891453357342
cc_align,100,gov,gov,ka,21.902040804175236,0.5581632659086662,2.583628466792735,8.525538975033474
cc_align,100,gov,gov,gu,26.57210884550836,0.5217687090906739,2.507810927135157,8.275353858384634
cc_align,100,gov,gov,hi,27.3856572258533,0.23206245461147432,3.2738334803752376,6.565467924237309
cc_align,100,gov,gov,si,33.474981844589685,0.3988380537400146,4.828253848079654,9.64267821779725
cc_align,100,gov,gov,ta,28.717901234567897,0.29567901234567917,3.7356990685632305,7.572463218755676
cc_align,100,bible,flores,ka,1.4632653061224499,0.053061224489796,0.36159134298227874,1.1931905563252303
cc_align,100,bible,flores,gu,3.240816326530612,0.11326530612244898,0.5190585407326257,1.7128057985958893
