train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
cc_align,25,gov,1,flores,-62.13687542290358,951.7333645649155,-999.9999999999993,-340.6582823987331,183.16300004157577,1.0955037555903562,2.250826339983996
cc_align,25,gov,1,bible,-181.16520409928964,754.2374098580295,-800.8542133453333,97.31762766024448,-113.17814939576205,2.1211076128608812e-12,0.6809501101556912
cc_align,25,gov,1,gov,49.20088636720348,961.3690184409337,-999.9999999999999,-674.4324468210164,454.3772814026415,0.196963921508106,1.2247596227106532
cc_align,25,gov,10,flores,-129.9558029783838,948.0555802427465,-999.9999995300426,-104.58055142134175,1.8537956253028347,2.0960071205505875,3.840659169704822
cc_align,25,gov,10,bible,-38.217491880840974,452.4124963809731,-472.0398681321629,-138.44480402992758,68.42551848675888,9.297280983685089e-15,0.309796876225736
cc_align,25,gov,10,gov,52.324233550263,796.3930737626953,-841.4440224182378,-570.894448023167,410.71543023249404,1.4299396722704292e-14,0.3367489087535318
cc_align,25,gov,25,flores,-162.0288283875867,944.6333003620755,-999.9999999997369,-0.09344650227714146,-74.80582082723387,2.1722515080270335,3.8794497220978714
cc_align,25,gov,25,bible,-62.993332653409205,533.9696253336505,-557.3470174567367,-112.52752525916168,44.98383112170102,6.60320485702423e-14,0.47970822093170123
cc_align,25,gov,25,gov,31.405197830262356,828.432354804413,-877.5399040737373,-525.8240445341692,383.08684259052956,1.797546735911271e-14,0.3777314571755106
cc_align,25,gov,50,flores,32.32558225130821,-6.439068348048338,-12.593971458855403,-3.5903904712100307,-18.134037894002347,1.949867669632924e-09,1.5690067791620916
cc_align,25,gov,50,bible,5.781035982909318,1.8916655831857347,0.5732901012978235,-1.5238954737314885,-4.880527119381738,4.2809488888728055e-10,0.8353496631234093
cc_align,25,gov,50,gov,10.378501880456028,7.334828024775516,-30.418166287597767,26.686060201464777,34.5981205544455,2.3614200585253907e-08,3.7597193833256335
cc_align,25,bible,1,flores,-76.77776818362797,513.2929448912503,-541.034407417245,-66.31981798653578,16.53703931885222,4.7284892598978455e-14,0.38062822344793684
cc_align,25,bible,1,bible,336.16006361338196,66.57505716009739,-55.36320937666161,-999.9999999999977,737.1648663865695,0.08618996797735674,0.36188682571315245
cc_align,25,bible,1,gov,-77.57366188504729,442.07431436602883,-469.1598777661371,-23.898489235607663,-9.185739159035773,2.5630382815163163e-14,0.38164417255596117
cc_align,25,bible,10,flores,-203.09329342740097,891.9101144991953,-946.1466533025522,88.56405284063813,-116.47293969350524,3.7942504940176904e-13,0.8191738930105045
cc_align,25,bible,10,bible,425.6688422587315,-353.6260612959575,383.345850596225,-999.9999999999999,771.048081617715,0.29440810883919066,0.9577912233051346
cc_align,25,bible,10,gov,-185.77236991897485,902.006198836258,-956.6340926775895,24.996038545643533,-68.34247377384405,3.6113628346068376e-14,0.7865492538541837
cc_align,25,bible,25,flores,-193.43898908415397,829.4767555004377,-877.897044056795,97.40099382731631,-120.43236965993732,7.462416729975235e-14,0.7822623645681275
cc_align,25,bible,25,bible,470.06466662437265,-556.3578968379041,598.2718345000271,-999.9999999999999,781.9870184020883,0.26420106708648605,1.6603825474221263
cc_align,25,bible,25,gov,-197.13851147945405,935.2400020681106,-991.3452105099134,40.25842721795346,-81.7206910440913,3.022287283094394e-14,0.8107030303619815
cc_align,100,gov,1,flores,-90.00255313572768,947.8272752646402,-999.9999999999998,-249.46445050459232,116.42594953522065,0.9201538625355745,1.92612360141414
cc_align,100,gov,1,bible,-181.19881232179145,756.3911227339939,-803.6942973869229,97.10841023318747,-113.0276332611447,2.319637342150267e-12,0.6843917886753221
cc_align,100,gov,1,gov,59.610091029226524,733.7717464839546,-764.819163623011,-563.6511128797222,386.3197454770177,6.116448280595632e-14,0.6030616277718129
cc_align,100,gov,10,flores,-83.39415837033918,951.4987466188377,-999.9999999999999,-242.52984387637792,102.72738226186146,1.9254890286774604,3.4884212150172833
cc_align,100,gov,10,bible,-19.100718418488523,462.515346892779,-480.52947018739667,-203.58430661771365,117.68655152353475,9.406413305923343e-15,0.41083417802724465
cc_align,100,gov,10,gov,123.6495217182316,617.4586680065041,-647.1081878702037,-675.5556282953485,495.6035695171908,3.0779494246799497e-12,0.1872413771267563
cc_align,100,gov,25,flores,-123.95501088826376,948.389505821975,-999.9999998624406,-111.4274702816783,5.166281313703782,1.721900900480967,3.337122077149235
cc_align,100,gov,25,bible,23.492270285677662,306.7835715195677,-312.54311817674625,-236.07437807152778,148.2549482528973,6.156684700053237e-15,0.2708836760845361
cc_align,100,gov,25,gov,140.18758787991052,494.79704202014784,-519.5705321363386,-651.6072813116459,492.76303211896413,6.663455986353643e-12,0.6668900945423275
cc_align,100,gov,50,flores,34.698590267099384,-3.956491964961192,-14.202263654777743,-3.14162727089153,-21.87003812707881,7.544337970861415e-09,4.758437518358114
cc_align,100,gov,50,bible,5.865036962856115,1.3191485877089186,-0.23470472918263297,-0.4402297994556168,-3.822189003452544,7.67313897902923e-10,0.0001812172804516926
cc_align,100,gov,50,gov,12.070128992882395,1.4503560858012212,-24.64417524990777,22.93288053414206,39.66101938613199,4.598134563878792e-08,3.729197966749769
cc_align,100,bible,1,flores,-81.39622945202078,503.4835711928329,-531.0588350692531,-45.674933462283015,1.6846044093168298,4.109805111792211e-14,0.5084796618558725
cc_align,100,bible,1,bible,371.92853011436625,-119.48444374965639,139.45217834964285,-994.0912118290078,743.9505121066749,1.2801180502365585e-11,1.024200440794038
cc_align,100,bible,1,gov,-102.41174438862542,521.4709642663046,-553.6247803670988,3.7994952547874887,-33.908509775592165,7.347474698748025e-13,0.46022789630377026
