c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
46.652653093020895,0.18112243747696982,-107.93963812792121,59.736939188000235,10.755140724800503,3.463679107996387,-1.3915586750756628,1.1908982554007639,-23.824923919029985,0.6680974865075104,4.414102066494377,4.447744193921823
