train set 1,train set 1 size,train set 2,test set,language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,25,bible,flores,ta,0.7312834381339115,0.6331146673233894,-0.06615074172920724,0.001752644061410846,4.49802314896918e-09,245.7306064718035
gov,25,bible,bible,ka,9.250441345576371,8.003496828802833,-0.877503107680239,0.02356490113500587,1.8574164815998366e-08,3122.240076355377
gov,25,bible,bible,gu,9.716119356565489,8.40343859073734,-0.9451195312907774,0.02556144786762155,7.860222607875137e-08,3287.388446713756
gov,25,bible,bible,hi,10.840107587218538,9.37675889569811,-1.0450652571084538,0.02819882916564307,3.174445668619472e-08,3664.490510776979
gov,25,bible,bible,si,12.859759100377254,11.126430114966203,-1.2187391247103818,0.03254985222204117,3.2998121775719706e-08,4340.073716244348
gov,25,bible,bible,ta,9.75302056496088,8.439371289670659,-0.9169391013459084,0.02454717667420084,4.04444606894275e-08,3289.0703856346545
gov,25,bible,gov,ka,1.012523890165101,0.8766116563254387,-0.09150767123939006,0.0023721266704844696,1.1096412039493346e-09,340.2046741265862
gov,25,bible,gov,gu,1.9988346476162666,1.7359210849309863,-0.13799743905734638,0.0032416984089562633,4.677974419006054e-09,657.1008285621623
gov,25,bible,gov,hi,1.4654687080220385,1.2681434533382308,-0.13729472864654257,0.0036825696232072884,1.349454541184343e-09,494.0451539878556
gov,25,bible,gov,si,0.6432408030244161,0.563446214504394,-0.0063436932216190695,-0.0003433336257364884,5.380962688763651e-09,198.5144498480125
gov,25,bible,gov,ta,0.7594790881703118,0.6633049443308728,-0.02299056598012745,0.00020652806663241919,3.1253203220887893e-09,239.66073028558768
gov,1,bible,flores,ka,0.38696304970591977,0.3364176766690993,-0.023921764975167313,0.0005410366811548192,1.1081163050252644e-09,126.26135518595589
gov,1,bible,flores,gu,1.74115425678175,1.507973042215228,-0.1531182323175239,0.003990938552722928,3.02130300713412e-09,583.5822756758636
gov,1,bible,flores,hi,1.2983175827134263,1.1231031295859024,-0.12476819242937576,0.0033474703645432376,5.639057225814281e-09,438.75908680429427
gov,1,bible,flores,si,0.49658913939912014,0.4319254074417533,-0.029109680946989958,0.0005951248810505979,5.326983347800736e-09,161.48918939558234
gov,1,bible,flores,ta,0.6155426987398618,0.5335776314444178,-0.05041000117231394,0.0012896811038628523,5.8413511432304815e-09,205.04620626856106
gov,1,bible,bible,ka,7.187793937005164,6.225470444056738,-0.6298021142457457,0.016537713047369295,1.1627740218869925e-08,2408.354919205875
gov,1,bible,bible,gu,8.910114322032124,7.709432555635482,-0.8421583411915267,0.022611394242029348,4.000659604256519e-08,3006.3315871440336
gov,1,bible,bible,hi,10.206062043766934,8.83097821787318,-0.962804851733862,0.0257646409499599,2.9366748673756674e-08,3442.9638387454
gov,1,bible,bible,si,12.000063471368707,10.385409182221972,-1.1151316090130754,0.02965900560680381,2.8978817782843588e-08,4042.4084940255625
gov,1,bible,bible,ta,9.12346637180025,7.896544707158928,-0.8424690010886939,0.022457986664302817,3.726539680795193e-08,3071.566332103869
gov,1,bible,gov,ka,0.5612304746837318,0.48616022401405073,-0.04863096010094403,0.0012402632952356548,1.0925718112505017e-09,187.8605935845778
gov,1,bible,gov,gu,2.735424215699885,2.3725423383709936,-0.21322854514169218,0.0052620069144704235,9.148866584210087e-09,907.5374347827636
gov,1,bible,gov,hi,1.6257244842420286,1.408637054749325,-0.13794382295342197,0.003582287263546702,1.90642777586607e-09,543.1865536057272
gov,1,bible,gov,si,1.3810464227996997,1.2008663299818918,-0.08369227705788645,0.0017795179832848058,3.6338775756820806e-09,450.0433160145556
gov,1,bible,gov,ta,1.3776748518177038,1.1986358453738086,-0.07794074603838592,0.0016300412984204767,4.358828812855905e-09,447.05993105286194
gov,10,bible,flores,ka,0.8420633912474598,0.7293810652006394,-0.0733428713643269,0.0018984130932120868,1.052694321441258e-09,281.99295931509585
gov,10,bible,flores,gu,1.9139224677390998,1.6567209703906058,-0.1752914596823813,0.004648013796734432,4.478642238877874e-09,643.8630271988044
gov,10,bible,flores,hi,1.4120615769553728,1.221323882560518,-0.13706683749394794,0.0036813833467363244,3.1001258085834353e-09,477.66311434711645
gov,10,bible,flores,si,0.615418310373375,0.533497209742527,-0.05018346834161421,0.0012679564262132084,4.735351731548996e-09,204.9307362147231
gov,10,bible,flores,ta,0.6146376023447458,0.5329797912675412,-0.048858850705067104,0.0012414495556240222,4.352305572004367e-09,204.24262738954783
gov,10,bible,bible,ka,9.081666603571204,7.857381530826089,-0.8622140799920771,0.02316592608773141,1.1264283734819548e-08,3065.520048262961
gov,10,bible,bible,gu,9.600192099313952,8.303781010336332,-0.9290390048639876,0.0250658982836655,1.7727403494645425e-09,3246.530805734603
gov,10,bible,bible,hi,10.66830655997781,9.228649013711136,-1.024556444248246,0.02760084772815183,1.3183767778959891e-08,3605.0711186480316
gov,10,bible,bible,si,12.461935052217365,10.782838503836327,-1.176203577356664,0.031430037644787676,9.436526354044724e-09,4204.169342309636
gov,10,bible,bible,ta,9.46894047724539,8.194000503179138,-0.8867022085711779,0.023761275347220123,2.725580999614176e-08,3192.070062250727
gov,10,bible,gov,ka,0.9007144487198837,0.7796670018083468,-0.0825378589843885,0.0021564014317636167,4.056212967479701e-09,303.0232681442032
gov,10,bible,gov,gu,2.168141288200366,1.882393008576332,-0.15415802529741632,0.003623731155729884,1.5215786728064905e-09,714.2780196322238
gov,10,bible,gov,hi,1.51734881815804,1.3139630897320096,-0.13483880745952592,0.00352690103044781,8.436327370783369e-10,509.04626224457564
gov,10,bible,gov,si,0.7504004140499609,0.6573212985149158,-0.007331228249357713,-0.0003904905741491965,3.6140249257312907e-09,231.5624891045658
gov,10,bible,gov,ta,0.8116701710936665,0.7093256387678883,-0.021100977431001987,0.0001051711842617188,2.0873624678374676e-09,254.95050817955598
gov,50,bible,flores,hi,1.6415462953329665,1.4190816567231648,-0.16510622081219364,0.004478259218828699,5.507243566745111e-09,557.2515493587725
gov,50,bible,flores,si,0.6723213991667092,0.5826276849737723,-0.05638942305823035,0.0014403440568248724,2.9675422083642797e-09,224.41162285363103
gov,50,bible,flores,ta,0.8451518117038312,0.7314158140092804,-0.07867591555469851,0.002108281603823465,4.756868810200357e-09,284.7501096845957
gov,50,bible,bible,hi,10.956753085654537,9.476894023830203,-1.0623571781256327,0.02871002448941198,2.549512228815083e-08,3705.9785217664084
gov,50,bible,bible,si,13.092643203624537,11.326423743027656,-1.25267789132271,0.033610908499029625,2.0887104770782456e-08,4422.707874313539
gov,50,bible,bible,ta,9.867794167714056,8.538270241075033,-0.9310154227765208,0.02495104569860932,1.8311513133185114e-08,3328.893457209196
gov,50,bible,gov,hi,1.5175353965344174,1.3140837183325156,-0.13517860608484927,0.003559488028683518,1.8416117670845226e-09,509.2194673253325
gov,50,bible,gov,si,0.6953075007637788,0.6093864877333756,-0.004227571961667237,-0.0004664151819554978,7.815923516272216e-10,213.68876074558216
gov,50,bible,gov,ta,0.8685110791017358,0.758415891973085,-0.02719366437784258,0.00026669643889447764,1.8107990139860572e-09,274.3736591857353
bible,25,gov,flores,ka,3.177977727019326,2.7572165128101083,-0.24116009767102053,0.005965866911816113,5.237575492514101e-09,1052.134393998991
bible,25,gov,flores,gu,5.100108193690022,4.4193581057645215,-0.4305251559527291,0.01105882634448764,1.7412151788788443e-08,1703.2874283944607
bible,25,gov,flores,hi,5.929516250944822,1.3186107331821622,-0.04867928949357523,0.0005523053665910812,5.347542221830668e-15,186.6485030806528
bible,25,gov,flores,si,3.93529856386999,0.8970188964474685,-0.03267996976568408,0.0003625094482237343,2.945754565036118e-15,122.81885858050107
bible,25,gov,flores,ta,2.8731670445956157,0.6472932728647015,-0.020682464096749818,0.00022214663643235083,1.831026719408895e-15,90.05651203199814
bible,25,gov,bible,ka,1.1658843185116219,1.0125585552181242,-0.08027932643572401,0.0018364627726959288,5.812992347681547e-09,383.20139567527303
bible,25,gov,bible,gu,3.47528878583359,3.0113189281486776,-0.29413248833205863,0.0075247707659508575,2.0694762560082477e-09,1160.904402517411
bible,25,gov,bible,hi,3.208352229780802,1.2409969765684044,-0.049923204837490506,0.000573998488284202,3.2023728339893768e-15,75.449584401388
bible,25,gov,bible,si,0.4436507936507941,1.4076825396825392,-0.051903174603174576,0.0005698412698412694,3.76985705904379e-15,49.355096725790204
bible,25,gov,bible,ta,1.0784391534391533,1.0602830687830687,-0.03915661375661374,0.0004343915343915341,4.446439748506845e-15,5.740739382663816
bible,25,gov,gov,ka,10.699687423862564,9.260948923371652,-0.9868079730827013,0.026171620650785835,3.0013932588746383e-09,3601.8113704687285
bible,25,gov,gov,gu,13.328525715107062,11.528406641607212,-1.291688597655492,0.03475626763388317,1.5413589233322388e-08,4507.979036848521
bible,25,gov,gov,hi,18.22350718065004,2.159238851095993,-0.08370015117157971,0.0009541194255479966,8.702335715267317e-15,665.1973168963411
bible,25,gov,gov,si,21.103647014361307,3.10991647770219,-0.11484520030234302,0.0012817082388510944,3.375077994860476e-14,740.8773753244691
bible,25,gov,gov,ta,19.654818594104313,2.2253956916099766,-0.08111723356009065,0.000902947845804988,8.140289677804162e-15,722.4791545915451
bible,1,gov,flores,ka,1.2931838276911032,1.1312889613360009,-0.02440745563403777,-6.532787774793132e-05,3.1848021483676123e-09,403.0675275374815
bible,1,gov,flores,gu,4.47152109341729,3.8771696424257525,-0.35771947899301876,0.00902873038185994,7.372905936027612e-09,1486.6446119409375
bible,1,gov,flores,hi,5.488775510204082,1.3614625850340134,-0.05081632653061223,0.0005782312925170066,2.5510982866352577e-15,165.95760079933737
bible,1,gov,flores,si,3.3332577475434624,0.8993454270597124,-0.03297384731670444,0.0003706727135298561,5.687116766346677e-15,97.27787649902534
bible,1,gov,flores,ta,2.6158541194255482,0.603630007558579,-0.01970219198790628,0.00021806500377928958,1.7763568394002505e-15,81.29716350581826
bible,1,gov,bible,ka,0.49774301146007777,0.43268408358267335,-0.031113896015144017,0.0006868057541403761,2.761204007079715e-09,162.52371000322458
bible,1,gov,bible,gu,3.7247754570823153,3.222274490653531,-0.3565582591535218,0.009508305551841541,3.3872061623071488e-09,1258.2917668001658
bible,1,gov,bible,hi,5.881084656084656,0.5411931216931216,-0.022538624338624337,0.00026084656084656083,1.2560739669470201e-15,222.19302539868946
bible,1,gov,bible,si,2.703042328042328,0.9330132275132277,-0.036469312169312186,0.000413756613756614,2.808666774861361e-15,69.01844830002477
bible,1,gov,bible,ta,3.3760204081632654,0.6493367346938775,-0.025653061224489796,0.0002959183673469388,4.440892098500626e-16,111.1658780542867
bible,1,gov,gov,ka,6.31975865868786,5.490549202666626,-0.4200917901153924,0.009783928326193037,2.510228810572526e-10,2072.0584734293075
bible,1,gov,gov,gu,12.294003281980192,10.63728069079075,-1.162352414573048,0.031068431267609237,6.083109216121929e-09,4148.195081127484
bible,1,gov,gov,hi,17.796371882086166,2.186913832199547,-0.08424467120181407,0.0009589569160997733,7.944109290391274e-15,645.8215022333416
bible,1,gov,gov,si,19.119557823129252,3.3023707482993205,-0.12331700680272115,0.0013884353741496606,0.0,647.7616629644386
bible,1,gov,gov,ta,17.8145313681028,2.3715083144368854,-0.08701118669690096,0.0009715041572184426,0.0,637.6837717261743
bible,10,gov,flores,ka,2.8924949629576107,2.5109261076405867,-0.20846590982384738,0.005044834943099367,2.4729442775970192e-09,953.8686639545869
bible,10,gov,flores,gu,4.871652953540795,4.222278631040392,-0.4042634610968133,0.010331906845183435,1.7513701195745557e-08,1624.6179982720823
bible,10,gov,flores,hi,6.032993197278912,1.3160544217687078,-0.049615646258503406,0.0005680272108843537,3.1086244689504383e-15,191.13623246175644
bible,10,gov,flores,si,3.5750188964474687,0.8553303099017384,-0.03068987150415722,0.0003406651549508692,1.9860273225978185e-15,109.6217816340679
bible,10,gov,flores,ta,2.626360544217687,0.6969489795918368,-0.02357074829931973,0.0002612244897959184,2.0350724194510405e-15,77.22425857061577
bible,10,gov,bible,ka,0.8876078929148218,0.7710158881782131,-0.06002890747368624,0.0014051239727155902,1.3904544757028267e-09,291.3690127588398
bible,10,gov,bible,gu,3.422130411805594,2.9646602087421416,-0.2943576636452499,0.007567033865466358,5.331015129106479e-09,1144.7533078134877
bible,10,gov,bible,hi,3.437433862433863,1.2125105820105817,-0.050535449735449704,0.0005910052910052904,6.466036496704424e-15,86.49267224518961
bible,10,gov,bible,si,0.6120370370370372,1.3365740740740741,-0.04914814814814814,0.0005370370370370369,6.765076382012457e-15,38.802825924593634
bible,10,gov,bible,ta,1.391874527588813,1.04930007558579,-0.041655253212396076,0.00048065003779289506,1.2755491433176288e-15,8.010798076242601
bible,10,gov,gov,ka,10.069165582501363,8.717484536807174,-0.9106734848981325,0.024023337539751752,1.6197287976458048e-08,3383.4460473700524
bible,10,gov,gov,gu,12.866592204681618,11.130936786681634,-1.230503321874491,0.03297437211519234,2.4024063580582717e-08,4346.160594240215
bible,10,gov,gov,hi,17.943178382464097,2.1372581254724112,-0.08135638699924413,0.0009198790627362052,1.464821375527116e-14,654.4302451041999
bible,10,gov,gov,si,20.555309901738475,3.161317082388511,-0.11795389266817838,0.0013269085411942553,5.0242958677880805e-15,715.2246187631001
bible,10,gov,gov,ta,18.953703703703706,2.3317407407407407,-0.0864148148148148,0.0009703703703703701,3.972054645195637e-15,687.7150705380001
