train set,c0,c1,c2,rmse,kfold rmse
gov,11.82164140216745,-8.683310375575407e-09,-0.0013390343752958164,14.857638792384558,14.78011637104927
bible,5.471255278736514,-2.289572115726395,-3.642529716831867e-09,12.334276060244866,12.40177600427396
