c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
21.300272605338886,0.19600578519778486,-65.1610831619044,7.187114992723771,-3.5974509011548352e-09,0.11178807204075245,11.563528392739396,0.0604158155527523,0.16138272084381028,4.742489476188241,4.7422284022993555
