language to,c0,c1,c2,rmse,loo rmse
ka,8.806212767388578,0.20272653034058025,0.0,10.958051880893978,10.964110252708005
gu,12.753461278828851,0.17949469255514103,0.0,10.654782467591696,10.66073197809149
hi,12.320147906987305,0.1641396370223396,0.0,11.545049841616967,11.548182408575553
si,13.133148414508119,0.19046577768443024,0.0,15.769007711590822,15.775187543019845
ta,10.88333442208936,0.1734540274529706,0.0,12.620587104982219,12.625594681571156
