c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
0.023643976507912598,0.07518016415823568,0.00220321746189899,-1.947716179681355e-05,-1.487302326911869,0.015564423248873534,0.010027363297328465,0.011073317921675567,0.005181806616940142,0.009916646624459985,0.004039438337832775,0.018391611640135693,0.01457787905175847,0.013667971977442262,0.004689305036818597,0.005833866846650067,0.0012462537357798601,6.797747254617806,6.839654981048217
