language to,c0,"c1,1","c1,2",c2,rmse,kfold rmse
ka,-13.550490672935636,0.8464129712048067,-0.021157877031923785,-15.366777681513014,4.413001532714283,4.499373425866979
gu,-9.332887488094507,0.6138142049558171,-0.014157710679393157,-15.808102151825036,5.907969815521984,6.050952660231795
hi,-12.149270625281002,0.2576320513369289,-0.0014941568889897984,-18.230631711258816,4.038067279430006,4.140505185710537
si,-15.877470991140754,0.22226848810296337,-0.0017137206770229843,-23.676437966232058,2.64026463081871,2.7063115371726085
ta,-12.167081919104092,0.21101846644486316,-0.00118077547658353,-17.493678141627466,3.3230477750520926,3.4374124189749073
