,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,9.027267537912175,10.246143362780376,0.4854964542405432,0.6603788360718339,0.6694247216967965
1,poly2,,8.515963519990573,9.734839344858774,0.5355092503915295,0.5146797127554225,0.3681635909840545
2,poly3,,6.899412932625106,8.118288757493307,0.6638251115617526,0.5078763157019591,0.3429031096449181
3,exp,,10.379961296861712,11.598837121729913,0.32565543878739633,0.22184106342989385,0.41469531452523023
4,log,,8.964302629697457,10.183178454565658,0.4919349628507771,0.6080469495597514,0.6146218641132767
5,power,,9.796605872217036,11.015481697085237,0.3999157189475805,0.5370064065306799,0.6697984694985357
6,mult,,7.8895879615661935,9.108463786434394,0.5902011081644527,0.29443578857387875,0.057629427050351685
7,hybrid_mult,,8.865790473320274,10.084666298188475,0.5018471119660751,0.5566577745097109,0.557354315052316
8,am,,11.082299658917567,12.301175483785768,0.2239562704470317,0.17243048844948544,0.46659774108731067
9,gm,,10.993448905466028,12.21232473033423,0.237624878168456,0.17366939978949958,0.47204434909947857
10,hm,,10.884526038644546,12.103401863512747,0.25405330214272304,0.1822106575978652,0.4795924791205399
