language to,c0,"c1,1","c1,2","c1,3",c2,rmse,kfold rmse
ka,-3.1120016607036773,36.85745089306544,-31.24764877541476,-26.706722308443908,-1.4042168994656334,6.096096016162453,6.197062256107989
gu,1.8611012228840844,28.816718702808657,-22.486048619088844,-19.470952672660353,-1.3603890161955459,8.188308438455504,8.323776293088633
hi,-0.3568945221973266,29.44196975184557,-60.00398308645816,42.13042942392088,-1.4770767703248153,6.506216449027591,6.732778351067012
si,-0.3725351589359104,2.8150970960325887,0.524416241247471,-0.843054646534815,-1.6627376348673069,2.9988846335243204,3.0684846890939648
ta,-1.800466545616815,11.587443864019306,-22.76645957556084,17.564586293205206,-1.4951315092023054,3.778708196056489,3.8997419172234116
