train set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,9.857575409115944,3.8205617813456065,8.227767142160308e-13,0.00155547468153406,14.721044555567431,14.802906951548483
bible,5.14617043035894,2.063874340759132,-4.872467998511867e-10,-0.041699696940122634,12.383064801562508,12.237436788247509
