c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
28.702061860929327,9.189084281662078,-0.004796056337309216,-66.10135562546279,-0.034343653224247504,2.296635293264709,0.12853295933550052,0.014566443415973341,-0.008606058892931407,-1.6522954641334774e-09,-0.01947521375622536,8.220894910273907,0.9368627933955637,0.0015998386013354445,-2.3716313559797384,-0.0008373038816626663,-0.01640176214453464,4.699765369372925,4.714815732199154
