train set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,12.68923445111748,-8.387092276722331e-10,0.00018248249458432646,0.0013846233721877728,0.00036232495307325527,0.001250417241403068,-0.00024121978224477572,14.686775836613558,14.809091389744744
bible,7.0596198343059005,-9.63959001833462e-10,-1.2048011764544e-07,-3.462412368939094e-07,3.542187112909591e-07,5.498971717117394e-07,-3.5938858070234545e-08,12.271449099851656,12.148443519443227
