c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
37.89339433879957,0.5928016547467438,-110.5510160289203,64.50756335858114,0.0,0.0,0.0,0.0,0.0,0.0,4.600801143245287,4.943836866158982
