c0,"c1,1","c1,2",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
13.440076329000311,10.278964148523189,-2.5718880398551636,-1.4966010073161045,4.615112207543601,1.0432975800981854,2.2115855949093266,-1.0425469168586972,-1.7446974994245044,-4.385588703541236,3.7569626500721136,-1.0707874393423182,-1.5073507315631491,-14.959466133120053,-8.17101283173154,-7.332623571459935,6.509716768130834,6.587797514148138
