c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
22.457120466642,40.10818403083726,-72.99163843090373,43.10759827769192,31.863774588177826,-394.16354898021166,429.2024236929634,9.362390276811542,3.5751798408462063,7.9896087902454935,2.462750735693988,1.7851400589876512,-2.658227728734278,5.054601538497535,-2.576525550413812,2.6545241266673436,-15.140099543927944,3.6418881659500832,-0.13685194009988194,4.139239858354989,4.2168671593267195
