language to,c0,c1,rmse,kfold rmse
ka,10.895277376146892,0.00791064013055075,11.19089841851553,11.197114312338782
gu,15.108100329406028,-0.008671163279169294,10.841319477015233,10.851534390856964
hi,14.915801953071865,-0.006447774119079264,11.79178899533271,11.803574131572807
si,16.152869669499026,-0.007707424959981099,16.01280645423697,16.023276007064155
ta,13.496793171597746,-0.0029586065158295413,12.874499696203028,12.883460840400264
