,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,4.08546789299416,5.304343717862361,0.393087597395513,0.9249752432362759,0.7996383102985114
1,poly2,,4.0850916796448455,5.3039675045130465,0.39313326138709603,0.9109773956592545,0.780824411249467
2,poly3,,4.082471122118813,5.301346946987013,0.3934512438905071,0.9109135740385921,0.7794575378788543
3,exp,,4.722514399202627,5.941390224070828,0.31061922310947954,0.7964063902008884,0.9077344048947362
4,log,,4.085831739538658,5.304707564406858,0.39304343119246044,0.9319801490041687,0.8088259202548744
5,power,,4.105456098498815,5.324331923367016,0.3906565233871181,0.9330445988334375,0.9634078791981127
6,mult,,4.105456098498815,5.324331923367016,0.3906565233871181,0.9330445988334375,0.9634078791981127
7,hybrid_mult,,4.086849822835303,5.305725647703503,0.39291983214057635,0.9467567751346094,0.8277147605126297
8,am,,4.08546789299416,5.304343717862361,0.393087597395513,0.9249752432362759,0.7996383102985114
9,gm,,4.08546789299416,5.304343717862361,0.393087597395513,0.9249752432362759,0.7996383102985114
10,hm,,4.085467892994158,5.304343717862359,0.39308759739551336,0.9249752461924564,0.79963831466611
