,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,9.676802468435714,10.895678293303913,0.41412325598055455,0.6951075717346638,0.8109763929997964
1,poly2,,9.54885341890236,10.76772924377056,0.42892552906235926,0.9532736712983916,0.9175960692603066
2,poly3,,9.543643682128627,10.762519506996828,0.42952024870962924,0.987959404718451,0.8540626887105922
3,exp,,10.380007492497265,11.598883317365466,0.3256492084034971,0.22250904917862616,0.41403014347665457
4,log,,9.683974644787998,10.9028504696562,0.41328225067516056,0.6858295508203223,0.8021180238921019
5,power,,9.79663766316475,11.015513488032951,0.39991190348585004,0.537031142357867,0.6698233636821884
6,mult,,9.79663766316475,11.015513488032951,0.39991190348585004,0.537031142357867,0.6698233636821884
7,hybrid_mult,,9.703048819134656,10.921924644002857,0.41103974467112303,0.6608521677731369,0.7787115840249237
8,am,,9.676802468435714,10.895678293303913,0.41412325598055455,0.6951075717346638,0.8109763929997964
9,gm,,9.676802468435714,10.895678293303913,0.41412325598055455,0.6951075717346638,0.8109763929997964
10,hm,,9.67680246843571,10.895678293303911,0.41412325598055455,0.6951075717346674,0.8109763929997984
