c0,c1,"c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
29.20222880121375,1.9897437810919842,-105.40629171065801,56.31134106841705,12.04060609828273,4.483589236220354,10.929883829917152,3.7552520364101314,2.396333988362888,-3.3732262043302956,6.088534618886311,-3.8511457282109953,4.471458067190058,-17.78544663235616,7.421962238190234,1.6905808594109626,4.305556898642032,4.339546468306816
