train set,train set size,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,12.85580734470672,-4.072393437226745e-08,-5.32192876568329,8.217305319739943,8.258110040694465
gov,10,20.22432578749459,-1.6374674089840904e-07,-4.5834487028925786,14.004469883552623,14.076250096116103
gov,25,24.33020958051881,-2.5150350648331126e-05,-6.688687753551944,15.374127098944635,15.458873293028608
gov,50,20.809707503740757,-2.9973219021025524e-09,-1.481210935181512,17.22339204804177,17.494771807018978
bible,1,6.212077098510433,1.5274023954539555e-06,-1.8595993273073662e-07,7.822916970447933,7.834432282659786
bible,10,10.360185384238859,-2.127498291674158e-06,-0.00016688658824174607,12.381603359761925,12.424521756812496
bible,25,11.912458621275976,-0.016796822003874,-5.462838195323411e-07,14.19432893668433,14.247558971756401
