train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.01695210435963,3.01695210435963
1,bible,-3.1156975347157015e-09,-0.6740066933822025,-1.5881266956374556,8.506810220136797,8.579548060110387
1,gov,-2.2076760717889117e-09,-0.2907436191107402,-2.0001339059509218,9.690652377401435,9.683920210251456
10,flores,-4.164832479483965e-09,-0.2640883370357479,-1.732790794412163,5.11420649617861,5.1082651705533175
10,bible,-1.255356720946642e-09,-0.9669154477082252,-1.8732361861338946,13.343568701186475,13.424130115157585
10,gov,-3.5170174467921902e-09,-0.7915749334548567,-2.1463094050110616,17.411165730076164,17.36231456829113
25,flores,-2.6687457979017797e-09,-0.3714506212518741,-1.8395217476518038,6.142432208554562,6.141947363846807
25,bible,-1.5544710982254613e-09,-0.9495364408976039,-2.042623612191449,15.265230487423615,15.351063843002011
25,gov,-2.5414653579548877e-09,-0.9478088800108387,-2.158288055830988,19.304911048822348,19.306891741064504
50,flores,-4.576569881764933e-09,-1.3286586397316282,-1.5990844923507943,1.7151833530484675,3.5032858661650095
50,bible,0.0,0.0,0.0,1.457166199626293,1.457166199626293
50,gov,-3.502824318715639e-10,0.03290134219643736,-4.116327642979333,5.299075853200216,18.749355393757753
