train set size,c0,c1,rmse,kfold rmse
1,4.663341404181471,6.715529796232407e-10,8.5163380762938,8.440940396023723
10,10.825367240640709,2.1128691564115146e-08,13.778182022771094,13.711488692281485
25,12.521122303324256,3.706742007948881e-08,15.41105376180738,15.316355826158626
50,17.15293135524638,1.0175232500892741e-08,17.40011195040594,17.926188609096332
