train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.420002151903963,-2.693018103090287e-09,8.766617891046703,9.031772238226942
1,gov,7.314538941830732,4.49869153655717e-11,9.964030292106814,9.74005634221433
10,flores,4.342486821761563,9.544774329420577e-11,6.040635552128055,5.776995180667769
10,bible,12.574740951110943,2.467059603740531e-09,13.27259577296978,13.632401324941947
10,gov,15.522392533678387,7.046642452627416e-11,17.130855063450916,16.95180472592436
25,flores,5.813985886370539,-4.524624659451188e-09,6.990927722375184,6.7454389987397585
25,bible,14.822342951676315,2.689937180710527e-10,15.078308295429565,15.451103770232713
25,gov,17.528228970637702,-8.986434884171712e-10,18.98965398014895,18.825808438358177
50,flores,11.652462614869153,-3.3297929273775256e-09,4.263403969079473,3.5761941468764484
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.88004659552478,-1.7065874252179098e-09,5.873741400927421,5.596385297385974
