train set,c0,c1,c2,rmse,kfold rmse
gov,1.8570159804507829,1.3056314838892844,1.4157678226696566,14.616532017526554,14.670919421309193
bible,1.298211483667348,-3.274802621217587e-10,2.051770675605792,12.134825842992601,12.123035062924611
