c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
4.861937748966772,-5.147263201520856e-09,-0.024372907104278876,-0.000137378922954065,1.3540103924800866,4.003312510530595,0.023300245178205895,14.059842412303793,13.967362441543683
