language to,c0,c1,rmse,kfold rmse
ka,12.38594611781369,-11.048660636674098,11.269399593433922,11.329695198454107
gu,15.58753424434206,-11.11279613065155,11.740669118893054,11.802689714216323
hi,16.99008753506065,-13.835012225792857,12.405829526715738,12.465851255403654
si,21.152121772626806,-26.038413118848833,16.105407727230943,16.198108697507458
ta,17.4182394437098,-21.651196494627985,13.115539519164921,13.191061004364286
