language to,c0,c1,"c2,1","c2,2",rmse,kfold rmse
ka,37.84139563744164,0.07365314977906658,-74.46605317538454,24.439405067504286,3.994889458962036,4.057312470160921
gu,32.79020105808657,0.06971876477300776,-0.407505148652002,-95.16860155941286,4.265173849828197,4.326394191847612
hi,41.08949380110663,0.05485821284544687,-63.993455726248705,-8.644630878777479,3.141451230685779,3.1869867949887345
si,62.44089839034097,0.03087490980105021,-199.6561045788348,172.1097145430219,2.93974615883204,2.975356705454558
ta,46.872358278683535,0.04287285450788172,-136.2142849450167,108.06217541673121,3.4084244396348153,3.468264447709047
