train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.437006133086092,-8.629550642973616e-10,8.761783981866076,9.034899082051766
1,gov,7.169465979076927,-4.0241538655393095e-09,10.002509953413568,9.757568339388929
10,flores,4.492180228793065,-6.494429036610801e-10,5.974788563514794,5.722205550290967
10,bible,12.385415221760146,-3.932572357558808e-09,13.306216082771133,13.67743705957455
10,gov,15.587999635079955,-1.2498197876776392e-09,17.12137452965751,16.95622599313892
25,flores,5.951334915775301,-1.263347286061832e-09,6.94030454703433,6.708358520554779
25,bible,14.62867172441156,8.045491783405852e-10,15.109160901275105,15.450712241229525
25,gov,17.58506863633326,-2.999966579826778e-09,18.98224932348999,18.826580431989413
50,flores,11.701257743057916,8.044892759711946e-08,4.234427869909044,3.5749950827768004
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.870777913650976,-3.4381053079801067e-09,5.877618686552636,5.604037609680655
