train set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,13.2942274728274,-4.674724215940341e-09,0.002157253564387213,0.010588541546477816,0.004907529089661593,-0.02636325055642733,-0.010438937354571291,14.597375349173388,14.806009289977139
bible,5.996587210364186,-6.830639287606535e-08,0.006199968445027505,3.988713799821711e-05,6.126906883408683e-08,-0.0038378917883793717,0.007706147509735956,12.529080728135437,12.236897651573491
