train set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,12.66284285156791,-3.811145191312492e-09,-3.682486434705302e-06,2.6524176648756483e-07,14.691352971133547,14.804268089902237
bible,6.888840993028517,3.51399197013639e-09,0.08268175846594211,-0.10649968639007412,12.305536980786766,12.258501271670843
