c0,"c1,1","c1,2","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
38.65384332913675,16.053726097233284,-7.003930781026668,-110.62312957286565,64.58761746705694,0.0,0.0,0.0,0.0,0.0,0.0,4.628035509857662,4.660355954488699
