c0,c1,c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
21.324284818745667,0.008807140876173155,-3.680922005643422,1.3785789227675254,1.2111035054303805,-0.0003239851565578495,-0.24058230646214016,-1.028967910090912,-1.3173922000488436,1.0732196354742538,1.271671360596935,-5.088381524864448,-10.583431615915279,-1.792079378894684,-1.3766874247825143,12.986037882042757,13.009486236328033
